Symbol,Company Name,Series,Listing Date,Paid Up Value,Market Lot,ISIN,Face Value,Sector,Industry,Current Price,Daily Change %,Weekly Change %,Monthly Change %,Volume,Market Cap (Cr),P/E Ratio,52W High,52W Low
KRONOX,Kronox Lab Sciences Limited,EQ,10-JUN-2024,10,1,INE0ATZ01017,10,Basic Materials,Specialty Chemicals,166.52999877929688,3.8475917594546494,3.627879241922076,3.4347818504949537,191826.0,617.7816064,34.3299,200.5,138.14
KROSS,Kross Limited,EQ,16-SEP-2024,5,1,INE0O6601022,5,Consumer Cyclical,Auto Parts,217.8300018310547,-0.5705678243347595,23.158256258631436,26.748516849437408,2815507.0,1396.30592,45.187893,270.89,158.0
KRSNAA,Krsnaa Diagnostics Limited,EQ,16-AUG-2021,5,1,INE08LI01020,5,Healthcare,Diagnostics & Research,972.25,4.017330405752858,8.087826570316842,22.172658320388862,398760.0,3122.4236032,46.04762,981.8,528.05
KRYSTAL,Krystal Integrated Services Limited,EQ,21-MAR-2024,10,1,INE0QN801017,10,Industrials,Specialty Business Services,643.3499755859375,1.1000236141369455,-2.1892853537153174,-6.787892754635403,18141.0,897.0023936,19.192825,1021.95,627.95
KSB,Ksb Limited,EQ,08-FEB-1995,2,1,INE999A01023,2,Industrials,Specialty Industrial Machinery,797.7999877929688,0.0,-0.15643576986373361,-8.06637485419047,74434.0,13890.945024,60.638298,1060.0,634.4
KSCL,Kaveri Seed Company Limited,EQ,04-OCT-2007,2,1,INE455I01029,2,Basic Materials,Agricultural Inputs,822.7999877929688,-0.6040106394940526,-0.7419053409129481,-4.492166245737812,55018.0,4207.0573056,13.829215,1201.0,587.6
KSHITIJPOL,Kshitij Polyline Limited,EQ,27-JUL-2022,2,1,INE013801027,2,Industrials,Business Equipment & Supplies,4.880000114440918,2.092048122244283,-7.224336462086009,-27.055305340782827,1482537.0,26.7235632,16.266666,8.91,4.4
KSL,Kalyani Steels Limited,EQ,19-MAY-2010,5,1,INE907A01026,5,Basic Materials,Steel,769.5499877929688,3.0394340160782716,2.6203444111446497,-0.0584431437702922,27934.0,3361.2886016,13.504033,1083.0,427.3
KSOLVES,Ksolves India Limited,EQ,23-SEP-2022,10,1,INE0D6I01015,10,Technology,Software - Application,950.5999755859375,-0.46594547551535104,-1.5942054258863871,-5.404998306056325,10516.0,1124.5416448,30.795456,1467.4,940.0
KTKBANK,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10,Financial Services,Banks - Regional,199.94000244140625,0.005006635318209834,-2.7197958308233625,-6.578825133154356,813131.0,7567.4279936,5.4371433,285.0,192.0
KUANTUM,Kuantum Papers Limited,EQ,23-OCT-2019,1,1,INE529I01021,1,Basic Materials,Paper & Paper Products,125.36000061035156,0.9583655141776972,-1.4077867825766592,-2.245792856711957,17813.0,1093.6736768,7.5780873,191.0,121.31
LAGNAM,Lagnam Spintex Limited,EQ,30-SEP-2021,10,1,INE548Z01017,10,Consumer Cyclical,Textile Manufacturing,108.26000213623047,-0.0646170900406577,4.903105947305426,-2.406921627693113,7738.0,191.8323328,12.971326,175.76,73.0
LAKPRE,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10,Industrials,Tools & Accessories,5.690000057220459,4.403674428525957,-13.394217525848093,-14.82035623591305,5745.0,6.2258272,N/A,7.42,3.7
LAL,Lorenzini Apparels Limited,BE,10-APR-2023,1,1,INE740X01023,1,Consumer Cyclical,Apparel Manufacturing,23.860000610351562,-2.691679588460759,-0.9547511032772669,4.146664204569012,33869.0,426.9602304,25.364584,35.5,14.128529
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10,Healthcare,Diagnostics & Research,3053.64990234375,0.9104062588292319,3.2632772496083797,-7.561410477888534,48933.0,25506.471936,63.460102,3653.95,1943.7
LAMBODHARA,Lambodhara Textiles Limited,EQ,04-FEB-2015,5,1,INE112F01022,5,Consumer Cyclical,Textile Manufacturing,156.16000366210938,-0.9953668344362815,16.190484191825693,5.806631571830035,22492.0,162.6582784,22.011251,228.0,128.15
LANCORHOL,Lancor Holdings Limited,EQ,12-MAR-2024,2,1,INE572G01025,2,Real Estate,Real Estate - Development,39.119998931884766,0.20491294692978435,0.488051952785944,9.549145715029821,59871.0,288.7037952,24.202454,57.0,32.02
LANDMARK,Landmark Cars Limited,EQ,23-DEC-2022,5,1,INE559R01029,5,Consumer Cyclical,Auto & Truck Dealerships,615.1500244140625,-2.850598143555803,0.6627473392126574,1.6105053859944183,20656.0,2554.86976,79.76129,905.0,541.2
LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2,Consumer Cyclical,"Furnishings, Fixtures & Appliances",315.54998779296875,-0.7704440902613994,-3.501532785024847,-9.984310717098253,148725.0,3504.2701312,30.32661,405.95,290.4
LASA,Lasa Supergenerics Limited,BE,21-SEP-2017,10,1,INE670X01014,10,Healthcare,Drug Manufacturers - Specialty & Generic,24.989999771118164,1.9999990657884246,-4.908679154574273,-4.105908352847794,9208.0,125.2028928,N/A,41.2,19.0
LATENTVIEW,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,INE0I7C01011,1,Industrials,Consulting Services,445.8999938964844,2.352806184690438,-4.138450016680843,-2.492891799867145,223429.0,9218.4109056,54.242424,575.0,430.0
LATTEYS,Latteys Industries Limited,BE,23-MAY-2023,2,1,INE262Z01023,2,Industrials,Specialty Industrial Machinery,35.040000915527344,-2.0134156593970154,-9.667439833699266,-23.409834064421105,26279.0,201.4652928,134.76924,48.63,13.0
LAURUSLABS,Laurus Labs Limited,EQ,19-DEC-2016,2,1,INE947Q01028,2,Healthcare,Drug Manufacturers - Specialty & Generic,512.5999755859375,4.794026777482837,7.542218011075963,14.385602384893062,4514476.0,27712.7725056,213.278,518.0,360.85
LAXMICOT,Laxmi Cotspin Limited,EQ,12-NOV-2021,10,1,INE801V01019,10,Consumer Cyclical,Textile Manufacturing,31.5,0.3824118624688544,-2.0826801587824844,-2.3255813953488373,17385.0,53.7065984,N/A,42.38,21.55
LCCINFOTEC,LCC Infotech Limited,BE,02-MAR-2000,2,1,INE938A01021,2,Consumer Defensive,Education & Training Services,10.579999923706055,-2.037039473550594,-6.122453469665034,-3.378994447525137,33058.0,134.3152128,N/A,11.49,1.8
LEMONTREE,Lemon Tree Hotels Limited,EQ,09-APR-2018,10,1,INE970X01018,10,Consumer Cyclical,Lodging,125.0,1.4281095153669094,5.78875772334122,8.262602625302035,5523106.0,9889.6576512,64.71503,158.0,111.8
LEXUS,Lexus Granito (India) Limited,EQ,13-MAR-2023,10,1,INE500X01013,10,Industrials,Building Products & Equipment,45.86000061035156,4.559963456835823,3.802626286942252,13.542959404215868,64910.0,90.878336,N/A,56.7,31.55
LFIC,Lakshmi Finance & Industrial Corporation Limited,BE,15-APR-2015,10,1,INE850E01012,10,Financial Services,Asset Management,231.14999389648438,-1.5754788634752614,-5.672315438550544,-7.8900192438900545,1556.0,69.3449984,5.002164,372.0,144.2
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-MAR-2010,10,1,INE337A01034,10,Consumer Cyclical,Auto Parts,1198.199951171875,-1.3827200681584362,-2.506106495372254,-4.0711016907575654,49570.0,3821.0285568,13.385096,1574.8,1102.0
LGHL,Laxmi Goldorna House Limited,BE,10-NOV-2023,10,1,INE258Y01016,10,Consumer Cyclical,Luxury Goods,353.25,1.7278617710583155,8.525345622119817,21.810344827586206,8045.0,743.0396416,1977.7777,396.65,140.0
LIBAS,Libas Consumer Products Limited,EQ,23-JUL-2019,10,1,INE908V01012,10,Consumer Cyclical,Apparel Manufacturing,16.950000762939453,4.436236851574896,2.665054681755246,5.08370517567888,119650.0,44.4169984,43.230774,27.35,15.05
LIBERTSHOE,Liberty Shoes Limited,BE,27-SEP-1995,10,1,INE557B01019,10,Consumer Cyclical,Footwear & Accessories,461.70001220703125,0.566326741221909,-6.896548116633397,-11.880904389673496,7508.0,787.2480256,72.98579,569.6,243.65
LICHSGFIN,LIC Housing Finance Limited,EQ,29-JUL-1998,2,1,INE115A01026,2,Financial Services,Mortgage Finance,617.4500122070312,1.0143169254856852,1.74673099572246,5.0889328627810615,1018524.0,34002.1444608,6.9666405,826.75,453.1
LICI,Life Insurance Corporation Of India,EQ,17-MAY-2022,10,1,INE0J1Y01017,10,Financial Services,Insurance - Life,889.5,0.8560562036929193,-0.9355188980581726,-2.8399781540142,947168.0,564190.0392448,13.587205,1222.0,667.15
LIKHITHA,Likhitha Infrastructure Limited,EQ,15-OCT-2020,5,1,INE060901027,5,Energy,Oil & Gas Equipment & Services,343.1499938964844,0.7486752047190963,0.4684544461133086,-2.9003962017617813,31230.0,1361.025024,19.827587,497.45,230.15
LINC,Linc Limited,EQ,09-MAR-2015,10,1,INE802B01019,10,Industrials,Business Equipment & Supplies,613.75,1.69000288515126,-0.20325203252032523,0.38435974682690077,13682.0,911.6694528,25.071632,768.0,463.2
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-DEC-2015,10,1,INE405C01035,10,Healthcare,Drug Manufacturers - Specialty & Generic,617.9000244140625,0.11341740006259762,-1.8583150612397077,-4.090023373835856,15737.0,1239.8384128,12.826358,811.85,534.8
LINDEINDIA,Linde India Limited,EQ,16-JUN-1999,10,1,INE473A01011,10,Basic Materials,Specialty Chemicals,6504.9501953125,2.128947154375251,-2.734808640639943,-17.953292738227216,35659.0,55719.2445952,125.4804,9935.05,5325.0
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-JUL-2016,1,1,INE093R01011,1,Industrials,Specialty Industrial Machinery,65.9800033569336,-1.3751840776706559,-5.4592312775655465,-16.09867259788065,3691738.0,7692.836864,76.97674,93.4,39.6
LLOYDSENT,Lloyds Enterprises Limited,EQ,17-OCT-2024,1,1,INE080I01025,1,Basic Materials,Steel,43.88999938964844,-0.5438515129341401,0.9429619404982672,-9.80271367184839,436942.0,5676.498944,51.674416,54.75,41.28
LLOYDSME,Lloyds Metals And Energy Limited,EQ,17-JUL-2023,1,1,INE281B01032,1,Basic Materials,Steel,913.2000122070312,-0.19126727981331693,-3.0624675929912293,-6.582781074062671,227515.0,47867.1241216,33.284832,1040.0,518.4
LMW,LMW Limited,EQ,29-MAR-1995,10,1,INE269B01029,10,Industrials,Specialty Industrial Machinery,15040.900390625,-0.37918551954250396,-1.372439718868957,-7.590456388565128,15619.0,16159.0460416,80.42126,19199.95,12984.2
LODHA,Macrotech Developers Limited,EQ,19-APR-2021,10,1,INE670K01029,10,Real Estate,Real Estate - Development,1244.8499755859375,0.9856432948270982,3.556276588323067,14.949908279590229,1824580.0,124508.8055296,59.38688,1649.95,844.25
LOKESHMACH,Lokesh Machines Limited,EQ,05-MAY-2006,10,1,INE397H01017,10,Industrials,Specialty Industrial Machinery,346.79998779296875,-0.4878083807837159,-0.8859691790771342,-4.659797170317869,65195.0,652.4972544,44.066074,475.75,271.5
LORDSCHLO,Lords Chloro Alkali Limited,EQ,28-AUG-2023,10,1,INE846D01012,10,Basic Materials,Chemicals,139.0,1.9435231227437753,6.382975741725909,1.794212298416092,17094.0,354.6475008,N/A,186.5,91.0
LOTUSEYE,Lotus Eye Hospital and Institute Limited,BE,11-JUL-2008,10,1,INE947I01017,10,Healthcare,Medical Care Facilities,67.08999633789062,4.992167035739116,4.144672842031262,-2.8807258836369374,15389.0,140.208704,98.66176,97.4,48.5
LOVABLE,Lovable Lingerie Limited,BE,24-MAR-2011,10,1,INE597L01014,10,Consumer Cyclical,Apparel Manufacturing,117.05000305175781,2.3701301387650386,-0.7966733020005903,-5.915923473759324,5214.0,173.16,94.354836,193.6,107.75
LOYALTEX,Loyal Textile Mills Limited,EQ,11-AUG-2022,10,1,INE970D01010,10,Consumer Cyclical,Textile Manufacturing,306.6000061035156,-4.693815831687926,-27.92665479489339,-40.15225192091569,9253.0,148.8283008,N/A,774.9,305.65
LPDC,Landmark Property Development Company Limited,EQ,12-AUG-2008,1,1,INE197J01017,1,Real Estate,Real Estate Services,8.699999809265137,-1.2485880262460685,-2.1372387707535454,-13.946586501423482,63195.0,117.5098624,N/A,16.76,7.05
LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2,Industrials,Engineering & Construction,3603.5,3.444811253050093,1.5656942626763104,2.6082775763374833,2534018.0,495734.3842304,36.77821,3919.9,3035.0
LTF,L&T Finance Limited,EQ,12-AUG-2011,10,1,INE498L01015,10,Financial Services,Credit Services,139.5500030517578,1.3140681620515682,2.678242433645994,-4.77652668320162,3846622.0,34795.0645248,13.543689,194.25,134.1
LTFOODS,LT Foods Limited,EQ,18-DEC-2006,1,1,INE818H01020,1,Consumer Defensive,Packaged Foods,348.5,-0.7263887997832952,-4.651162790697675,-16.835697374563317,327925.0,12103.5153408,20.11836,447.95,160.0
LTIM,LTIMindtree Limited,EQ,21-JUL-2016,1,1,INE214T01019,1,Technology,Information Technology Services,6133.7001953125,3.4167710152229516,3.1298668651465094,4.724910967529805,301184.0,181228.4964864,38.975925,6574.95,4513.55
LTTS,L&T Technology Services Limited,EQ,23-SEP-2016,2,1,INE010V01017,2,Technology,Information Technology Services,5307.0,2.7353466005580303,2.5556790183100633,3.1158165137127254,96459.0,56190.9858304,42.935703,6000.0,4200.0
LUMAXIND,Lumax Industries Limited,EQ,06-SEP-1995,10,1,INE162B01018,10,Consumer Cyclical,Auto Parts,2238.0,0.4217850638001671,-2.78863489416702,-10.501483140082195,13722.0,2096.3493888,16.826162,3033.8,2130.0
LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-JAN-2007,2,1,INE872H01027,2,Consumer Cyclical,Auto Parts,501.8999938964844,0.0997207830248252,3.7841165347404067,-3.471491083138931,38382.0,3441.2818432,22.154453,609.95,362.5
LUPIN,Lupin Limited,EQ,10-SEP-2001,2,1,INE326A01037,2,Healthcare,Drug Manufacturers - Specialty & Generic,2071.35009765625,1.387669978279491,1.586566829634625,-2.8470228081765034,410403.0,94184.3611648,35.98031,2312.0,1200.15
LUXIND,Lux Industries Limited,EQ,30-NOV-2015,2,1,INE150G01020,2,Consumer Cyclical,Apparel Manufacturing,1785.050048828125,2.825463642173099,-4.32020874929376,-4.057939749997802,52791.0,5358.7771392,33.277313,2493.0,1071.75
LXCHEM,Laxmi Organic Industries Limited,EQ,25-MAR-2021,2,1,INE576O01020,2,Basic Materials,Specialty Chemicals,248.10000610351562,0.8946776175835861,-1.234072803498199,-2.4188766554510814,430544.0,6880.9121792,51.725574,325.5,220.0
LYKALABS,Lyka Labs Limited,EQ,08-FEB-1995,10,1,INE933A01014,10,Healthcare,Biotechnology,142.75999450683594,0.819200814491711,3.2696678487150286,3.2323388804093316,45249.0,510.6843648,156.5934,172.5,97.9
LYPSAGEMS,Lypsa Gems & Jewellery Limited,BE,05-NOV-2013,10,1,INE142K01011,10,Consumer Cyclical,Luxury Goods,6.900000095367432,-2.4045271876421617,-1.9886344779005618,-6.1224464639994105,27131.0,21.0575392,N/A,12.05,4.7
M&M,Mahindra & Mahindra Limited,EQ,03-JAN-1996,5,1,INE101A01026,5,Consumer Cyclical,Auto Manufacturers,3012.949951171875,2.612173730842912,7.645724422846563,4.3554309409349985,4827125.0,360266.2817792,29.686884,3222.1,1542.15
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2,Financial Services,Credit Services,263.79998779296875,2.946336699695122,2.1490756216723135,-6.337655419966418,791911.0,32347.045888,14.8441925,343.0,246.2
MAANALU,Maan Aluminium Limited,EQ,22-OCT-2007,5,1,INE215I01027,5,Basic Materials,Aluminum,144.10000610351562,-1.335157074629529,2.8918264644814515,-34.344810958352504,145108.0,788.0316416,33.735497,259.5,111.4
MACPOWER,Macpower CNC Machines Limited,EQ,19-AUG-2020,10,1,INE155Z01011,10,Industrials,Specialty Industrial Machinery,1260.949951171875,-0.6147821736453202,-2.267090459384418,7.732069184965133,7623.0,1250.5249792,47.655357,1736.95,567.85
MADHAV,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,INE925C01016,10,Industrials,Building Products & Equipment,53.97999954223633,5.388516703934814,14.17089876464479,11.829291548213087,34879.0,48.483792,N/A,91.75,37.0
MADHUCON,Madhucon Projects Limited,BE,05-OCT-2006,1,1,INE378D01032,1,Industrials,Engineering & Construction,11.25,0.0,-1.2291513529657385,-2.7657709875944856,3684.0,83.0192576,N/A,19.65,6.6
MADRASFERT,Madras Fertilizers Limited,EQ,25-JUL-1997,10,1,INE414A01015,10,Basic Materials,Agricultural Inputs,92.66999816894531,2.567791625905489,-0.32268801529391183,2.6928195508650408,75308.0,1478.1016064,18.35,134.0,75.45
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE347W01011,10,Consumer Defensive,Confectioners,648.75,2.084972462627852,-2.8089887640449436,-11.896513681042952,8725.0,916.7290368,8.937354,1010.0,522.0
MAGNUM,Magnum Ventures Limited,EQ,20-SEP-2007,10,1,INE387I01016,10,Basic Materials,Paper & Paper Products,41.189998626708984,-2.0218893204267596,-20.97083754637086,-7.975870930957471,137782.0,275.6758016,16.836735,77.81031,41.0
MAHABANK,Bank of Maharashtra,EQ,12-APR-2004,10,1,INE457A01014,10,Financial Services,Banks - Regional,52.939998626708984,3.277409988657861,5.521228939327074,7.88669035246186,11560066.0,40757.526528,7.6575146,73.5,42.85
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,BE,21-JAN-1998,10,1,INE843B01013,10,Financial Services,Credit Services,163.72999572753906,1.8284735146262412,8.689588682240883,12.28996534462197,16612.0,231.7644032,0.66170806,218.35,105.4
MAHASTEEL,Mahamaya Steel Industries Limited,BE,01-JUL-2016,10,1,INE451L01014,10,Basic Materials,Steel,222.30999755859375,0.34756896984574187,1.5253214226930534,4.058227950624775,8746.0,369.4398208,79.946434,229.0,76.05
MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-FEB-2020,10,1,INE215D01010,10,Industrials,Farm & Heavy Construction Machinery,110.06999969482422,-1.0161846082998758,-1.1850253183023964,-4.120211873862984,46863.0,310.407936,N/A,179.65,107.0
MAHESHWARI,Maheshwari Logistics Limited,EQ,15-APR-2019,10,1,INE263W01010,10,Industrials,Integrated Freight & Logistics,59.83000183105469,0.3185822323117398,-2.9206542363533896,-0.06680658350367366,21881.0,177.5536128,12.818377,90.0,56.05
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-MAY-2000,10,1,INE813A01018,10,Real Estate,Real Estate - Development,461.25,1.3959125497285922,-2.833370941891884,-7.796101949025487,82121.0,7187.5657728,61.243385,678.8,453.1
MAHLOG,Mahindra Logistics Limited,EQ,10-NOV-2017,10,1,INE766P01016,10,Industrials,Integrated Freight & Logistics,388.79998779296875,-0.24374912303559973,-1.1190295720911012,-16.34212204562265,90873.0,2795.551744,N/A,554.7,356.0
MAHSCOOTER,Maharashtra Scooters Limited,BE,08-FEB-1995,10,1,INE288A01013,10,Consumer Cyclical,Auto Parts,9394.75,1.1019859877171305,-5.441656796591261,-19.844805826896973,10051.0,10786.8184576,66.88192,12788.0,6732.1
MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-AUG-2004,5,1,INE271B01025,5,Basic Materials,Steel,641.0,1.9807513242895844,6.842234679179102,11.429813124728378,275159.0,8603.4423808,9.791063,1097.0,566.5
MAITHANALL,Maithan Alloys Limited,EQ,05-JUL-2011,10,1,INE683C01011,10,Basic Materials,Steel,1062.4000244140625,0.04708541185653434,-2.069406063243867,5.98563433147082,20773.0,3086.1205504,3.7288077,1359.0,955.0
MALLCOM,Mallcom (India) Limited,BE,02-FEB-2022,10,1,INE389C01015,10,Industrials,Security & Protection Services,1463.6500244140625,0.16081403595531524,-2.699017821900449,0.7294983124969652,1696.0,905.4239744,24.296717,1681.0,800.0
MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,INE383H01017,10,Basic Materials,Paper & Paper Products,43.9900016784668,0.18219501556068102,-1.8737455237086449,0.7558447828859713,18897.0,75.779136,N/A,69.9,34.0
MANAKALUCO,Manaksia Aluminium Company Limited,EQ,30-MAR-2015,1,1,INE859Q01017,1,Basic Materials,Aluminum,24.979999542236328,-0.7942841958518274,-8.832117189729193,-13.02228363696062,36230.0,167.5811968,31.8625,46.0,22.65
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1,1,INE830Q01018,1,Industrials,Metal Fabrication,62.58000183105469,-1.4798466938519896,7.322929784254048,0.8216564181375304,172855.0,461.1317248,30.106796,73.8,28.2
MANAKSIA,Manaksia Limited,EQ,08-JAN-2008,2,1,INE015D01022,2,Industrials,Metal Fabrication,85.75,-0.7523165675919751,-4.965092752143109,-6.386461322675502,39453.0,570.4134144,9.176161,148.55,85.5
MANAKSTEEL,Manaksia Steels Limited,EQ,30-MAR-2015,1,1,INE824Q01011,1,Basic Materials,Steel,61.16999816894531,3.2753649193017305,3.083919803929447,-4.332187233746027,51054.0,402.3138304,33.36413,107.0,43.4
MANALIPETC,Manali Petrochemicals Limited,EQ,06-DEC-2006,5,1,INE201A01024,5,Basic Materials,Specialty Chemicals,62.22999954223633,0.5818661977801262,0.20934149969328852,-8.28297576753566,184106.0,1070.1778944,60.97059,104.95,55.95
MANAPPURAM,Manappuram Finance Limited,EQ,01-DEC-2014,2,1,INE522D01027,2,Financial Services,Credit Services,151.5500030517578,0.8383856689820348,-3.5230380470818576,9.340566792990565,6836059.0,12844.6513152,5.6899137,230.4,138.35
MANBA,Manba Finance Limited,EQ,30-SEP-2024,10,1,INE939X01013,10,Financial Services,Credit Services,145.91000366210938,0.6414732804366173,2.006439115412626,0.08801596072995575,158201.0,730.9832704,23.095238,171.8,128.0
MANCREDIT,Mangal Credit and Fincorp Limited,EQ,16-AUG-2024,10,1,INE545L01039,10,Financial Services,Credit Services,145.99000549316406,1.157149448581732,1.3467562653984801,4.795067153569293,36150.0,293.136,23.267717,169.0,126.1
MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10,1,INE584F01014,10,Healthcare,Drug Manufacturers - Specialty & Generic,105.0199966430664,1.0585050938249625,-0.009523123247374858,-5.44701815826127,20197.0,168.3984384,N/A,144.99,90.8
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ,22-OCT-2007,10,1,INE558B01017,10,Basic Materials,Agricultural Inputs,141.10000610351562,-0.5567645990070011,-0.36014017699160816,11.691604574037255,156833.0,1662.1500416,15.350878,163.48,94.4
MANGLMCEM,Mangalam Cement Limited,EQ,03-JAN-1996,10,1,INE347A01017,10,Basic Materials,Building Materials,804.2999877929688,-1.2280486491352427,-2.3255843257244146,-1.33709816619756,192811.0,2224.944128,41.57246,1093.7,447.45
MANINDS,Man Industries (India) Limited,EQ,24-JUN-2005,5,1,INE993A01026,5,Basic Materials,Steel,297.6499938964844,1.1554779597228122,2.4083950273513737,2.8329526148328603,165317.0,1958.2857216,18.969849,513.7,238.55
MANINFRA,Man Infraconstruction Limited,EQ,11-MAR-2010,2,1,INE949H01023,2,Industrials,Engineering & Construction,181.92999267578125,2.184902008728295,5.503357747631455,0.8592902489251683,559220.0,6750.3734784,25.225311,249.3,167.16
MANKIND,Mankind Pharma Limited,EQ,09-MAY-2023,1,1,INE634S01028,1,Healthcare,Drug Manufacturers - Specialty & Generic,2551.60009765625,-0.2755283042452313,0.7681296946320975,-0.5592413643559724,116790.0,102329.0769408,48.352898,2874.0,1821.0
MANOMAY,Manomay Tex India Limited,BE,18-JAN-2023,10,1,INE784W01015,10,Consumer Cyclical,Textile Manufacturing,192.83999633789062,0.7470835632528252,0.031122294311474646,-3.6474483231838066,3313.0,347.4374656,19.543146,314.95,118.3
MANORAMA,Manorama Industries Limited,EQ,01-JUL-2022,2,1,INE00VM01036,2,Consumer Defensive,Packaged Foods,1100.1500244140625,5.433904441560319,11.373763718312679,19.276852987953372,68909.0,6597.6680448,111.62122,1133.0,301.55
MANORG,Mangalam Organics Limited,BE,02-NOV-2021,10,1,INE370D01013,10,Basic Materials,Specialty Chemicals,473.6000061035156,-1.996894753540481,-9.592435205559797,-13.132796129932336,1684.0,405.6118784,56.515514,720.0,270.0
MANUGRAPH,Manugraph India Limited,EQ,14-SEP-2006,2,1,INE867A01022,2,Industrials,Specialty Industrial Machinery,22.309999465942383,0.08971982769685737,0.08971982769685737,3.767439376476199,11325.0,67.8560896,N/A,35.2,18.0
MANYAVAR,Vedant Fashions Limited,EQ,16-FEB-2022,1,1,INE825V01034,1,Consumer Cyclical,Apparel Manufacturing,1388.550048828125,1.4428696153911325,4.5831211790391,7.802491843499052,112270.0,33753.939968,84.01937,1487.9,886.05
MAPMYINDIA,C.E. Info Systems Limited,EQ,21-DEC-2021,2,1,INE0BV301023,2,Technology,Software - Infrastructure,1597.5999755859375,0.5981991150459484,-9.676326468639576,-21.360540612450396,309316.0,8715.1714304,65.0813,2747.85,1544.25
MARALOVER,Maral Overseas Limited,EQ,08-FEB-1995,10,1,INE882A01013,10,Consumer Cyclical,Textile Manufacturing,71.9000015258789,2.188744886538239,0.5313267626521065,-0.09726232268575036,12176.0,297.4013952,N/A,102.0,61.0
MARATHON,Marathon Nextgen Realty Limited,EQ,29-SEP-2016,5,1,INE182D01020,5,Real Estate,Real Estate - Development,576.0999755859375,0.9373588411629435,0.2959524894883312,2.7282432464347814,12512.0,2935.7602816,17.042212,736.9,337.7
MARICO,Marico Limited,EQ,01-MAY-1996,1,1,INE196A01026,1,Consumer Defensive,Household & Personal Products,599.1500244140625,1.3704486572007184,0.32652581499868416,-8.805171322060502,730158.0,77374.6262016,48.69707,719.85,486.3
MARINE,Marine Electricals (India) Limited,EQ,02-DEC-2020,2,1,INE01JE01028,2,Industrials,Marine Shipping,225.07000732421875,0.2360443813724253,0.5001162720423754,6.911458653082102,152338.0,2986.289152,99.163,308.0,84.2
MARKSANS,Marksans Pharma Limited,EQ,21-JAN-2002,1,1,INE750C01026,1,Healthcare,Drug Manufacturers - General,308.6499938964844,-0.16173378938102767,0.964992336164936,15.990224282977419,2945131.0,13957.4509568,40.261436,328.8,130.0
MARSHALL,Marshall Machines Limited,EQ,22-NOV-2021,10,1,INE00SZ01018,10,Industrials,Specialty Industrial Machinery,20.809999465942383,0.5313946809116425,-14.678146835975209,-33.810435392964465,302421.0,35.5303168,N/A,56.4,19.66
MARUTI,Maruti Suzuki India Limited,EQ,09-JUL-2003,5,1,INE585B01010,5,Consumer Cyclical,Auto Manufacturers,11063.599609375,1.8611641210649943,0.12670142353503688,-7.210253951465008,493678.0,348045.705216,24.828533,13680.0,9737.65
MASFIN,MAS Financial Services Limited,EQ,18-OCT-2017,10,1,INE348L01012,10,Financial Services,Credit Services,279.0,0.6130588827506454,-2.3963638122278064,-3.443506415186484,178903.0,5071.6110848,16.287878,387.95,269.45
MASKINVEST,Mask Investments Limited,BE,14-OCT-2016,10,1,INE885F01015,10,Financial Services,Capital Markets,195.94000244140625,1.9989569057178438,8.12272438006223,44.349487632276464,480.0,59.7910912,2449.25,216.04,60.15
MASTEK,Mastek Limited,EQ,10-MAY-1995,5,1,INE759A01021,5,Technology,Information Technology Services,3226.199951171875,1.0381892496773197,7.125775221040648,18.255963442487193,314234.0,9981.7979904,27.280405,3282.9,2137.55
MATRIMONY,Matrimony.Com Limited,EQ,21-SEP-2017,5,1,INE866R01028,5,Communication Services,Internet Content & Information,654.6500244140625,0.9872771946104898,0.3141355968155472,-18.382989111072117,11835.0,1412.2389504,29.175945,849.9,499.25
MAWANASUG,Mawana Sugars Limited,EQ,20-MAR-2009,10,1,INE636A01039,10,Consumer Defensive,Confectioners,100.83000183105469,-0.009911252676416515,4.372439305635287,-2.708297966663727,166565.0,395.0806784,16.237942,137.0,83.4
